2018-11-09 12:26:32-05:00,papazark,lamonthe,AG36
2018-11-09 12:27:07-05:00,theprophete,lamonthe,Rocket
2018-11-09 12:27:18-05:00,theprophete,lamonthe,Rocket
2018-11-09 12:27:29-05:00,theprophete,lamonthe,Rocket
2018-11-09 12:27:47-05:00,theprophete,lamonthe,Rocket
2018-11-09 12:28:10-05:00,theprophete,papazark,Rocket
2018-11-09 12:28:49-05:00,theprophete,papazark,Rocket
2018-11-09 12:29:28-05:00,papazark,lamonthe,AG36
2018-11-09 12:29:36-05:00,papazark,lamonthe,AG36
2018-11-09 12:30:07-05:00,theprophete,papazark,SniperRifle
2018-11-09 12:30:34-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:31:04-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:31:08-05:00,papazark,theprophete,M4
2018-11-09 12:31:34-05:00,theprophete,papazark,OICW
2018-11-09 12:31:47-05:00,lamonthe,theprophete,VehicleRocket
2018-11-09 12:32:14-05:00,papazark,theprophete,AG36Grenade
2018-11-09 12:32:14-05:00,theprophete,papazark,Rocket
2018-11-09 12:32:20-05:00,lamonthe,papazark,VehicleRocket
2018-11-09 12:32:38-05:00,theprophete,cyap,SniperRifle
2018-11-09 12:32:46-05:00,cyap,lamonthe,AG36
2018-11-09 12:32:57-05:00,cyap,papazark,AG36
2018-11-09 12:33:18-05:00,cyap,papazark,AG36Grenade
2018-11-09 12:33:37-05:00,papazark,cyap,Falcon
2018-11-09 12:33:47-05:00,cyap,lamonthe,M4
2018-11-09 12:34:14-05:00,lamonthe,papazark,SniperRifle
2018-11-09 12:34:16-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:34:33-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:35:06-05:00,lamonthe,papazark,AG36
2018-11-09 12:35:11-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:35:31-05:00,cyap,theprophete,VehicleRocket
2018-11-09 12:35:47-05:00,lamonthe,theprophete,OICW
2018-11-09 12:36:05-05:00,theprophete,lamonthe,Rocket
2018-11-09 12:36:34-05:00,cyap,theprophete,VehicleMountedRocketMG
2018-11-09 12:36:51-05:00,cyap,papazark,VehicleRocket
2018-11-09 12:37:13-05:00,papazark,theprophete,P90
2018-11-09 12:37:38-05:00,papazark,theprophete,P90
2018-11-09 12:37:45-05:00,papazark,theprophete,P90
2018-11-09 12:38:03-05:00,lamonthe
2018-11-09 12:38:32-05:00,lamonthe,theprophete,SniperRifle
2018-11-09 12:38:40-05:00,cyap,theprophete,AG36Grenade
2018-11-09 12:38:59-05:00,theprophete,cyap,M4
2018-11-09 12:39:30-05:00,papazark,lamonthe,P90
2018-11-09 12:39:37-05:00,theprophete,cyap,AG36
2018-11-09 12:40:09-05:00,papazark,lamonthe,P90
2018-11-09 12:40:20-05:00,cyap,lamonthe,M4
2018-11-09 12:40:41-05:00,cyap,theprophete,M4
2018-11-09 12:40:49-05:00,cyap,theprophete,M4
2018-11-09 12:41:57-05:00,theprophete,cyap,VehicleRocket
2018-11-09 12:42:03-05:00,papazark,theprophete,Boat
2018-11-09 12:42:07-05:00,cyap,lamonthe,M4
2018-11-09 12:42:29-05:00,cyap,lamonthe,M4
2018-11-09 12:42:55-05:00,cyap,lamonthe,M4
2018-11-09 12:43:14-05:00,cyap,theprophete,M4
2018-11-09 12:43:22-05:00,theprophete,cyap,OICW
2018-11-09 12:43:39-05:00,theprophete,lamonthe,OICW
2018-11-09 12:43:55-05:00,papazark,lamonthe,VehicleRocket
2018-11-09 12:44:09-05:00,cyap,lamonthe,M4
2018-11-09 12:44:36-05:00,papazark,cyap,VehicleRocket
2018-11-09 12:44:57-05:00,papazark,theprophete,VehicleMountedRocketMG
2018-11-09 12:45:12-05:00,papazark,cyap,VehicleRocket
2018-11-09 12:45:32-05:00,lamonthe,cyap,SniperRifle
2018-11-09 12:45:43-05:00,papazark,lamonthe,VehicleRocket
2018-11-09 12:45:56-05:00,theprophete,lamonthe,OICWGrenade
2018-11-09 12:46:20-05:00,lamonthe,theprophete,AG36
2018-11-09 12:46:34-05:00,lamonthe,theprophete,AG36
2018-11-09 12:46:47-05:00,theprophete,cyap,M4
2018-11-09 12:47:05-05:00,lamonthe,cyap,AG36
2018-11-09 12:47:17-05:00,lamonthe,theprophete,AG36
2018-11-09 12:47:17-05:00,cyap,lamonthe,SniperRifle
2018-11-09 12:47:26-05:00,cyap,papazark,SniperRifle
2018-11-09 12:47:27-05:00,lamonthe,cyap,Machete
2018-11-09 12:47:38-05:00,papazark,lamonthe,Machete
2018-11-09 12:47:42-05:00,cyap,theprophete,AG36
2018-11-09 12:47:56-05:00,theprophete,lamonthe,M4
2018-11-09 12:47:58-05:00,cyap,theprophete,AG36Grenade
2018-11-09 12:48:09-05:00,theprophete,papazark,Falcon
2018-11-09 12:48:24-05:00,theprophete,lamonthe,OICWGrenade
2018-11-09 12:48:29-05:00,papazark,cyap,AG36Grenade
2018-11-09 12:48:39-05:00,papazark,lamonthe,AG36
2018-11-09 12:48:42-05:00,theprophete,cyap,OICW
2018-11-09 12:48:55-05:00,papazark,lamonthe,AG36Grenade
2018-11-09 12:49:51-05:00,theprophete,cyap,OICWGrenade
2018-11-09 12:50:15-05:00,theprophete,cyap,M249
2018-11-09 12:50:26-05:00,cyap,theprophete,M249
2018-11-09 12:50:57-05:00,theprophete,papazark,AG36
2018-11-09 12:51:04-05:00,theprophete,lamonthe,AG36
2018-11-09 12:51:10-05:00,cyap,papazark,M249
2018-11-09 12:51:22-05:00,papazark,cyap,M4
2018-11-09 12:51:30-05:00,theprophete,lamonthe,AG36
2018-11-09 12:51:30-05:00,papazark,theprophete,M4
2018-11-09 12:51:55-05:00,theprophete,lamonthe,SniperRifle
2018-11-09 12:52:01-05:00,cyap,lamonthe,Machete
2018-11-09 12:52:43-05:00,papazark,lamonthe,M4
2018-11-09 12:52:43-05:00,lamonthe,papazark,VehicleRocket
2018-11-09 12:52:59-05:00,cyap,papazark,AG36Grenade
2018-11-09 12:53:09-05:00,cyap,lamonthe,AG36Grenade
2018-11-09 12:53:19-05:00,cyap,papazark,AG36
