2019-04-04 04:48:29+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:48:42+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:48:53+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:49:06+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:49:21+00:00,shogun,Vasily Zaytsev,Machete
2019-04-04 04:49:33+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:49:48+00:00,shogun,Vasily Zaytsev,MP5
2019-04-04 04:50:09+00:00,lythanhphu,shogun,AG36
2019-04-04 04:50:19+00:00,Vasily Zaytsev,shogun,M4
2019-04-04 04:50:28+00:00,lythanhphu,shogun,AG36Grenade
2019-04-04 04:51:01+00:00,lythanhphu,shogun,AG36Grenade
2019-04-04 04:51:16+00:00,Vasily Zaytsev,shogun,M4
2019-04-04 04:51:29+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:51:37+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:52:11+00:00,lythanhphu,shogun,Boat
2019-04-04 04:52:52+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:52:59+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:53:05+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:53:26+00:00,Vasily Zaytsev,lythanhphu,M4
2019-04-04 04:53:26+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 04:53:37+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:54:09+00:00,shogun,Vasily Zaytsev,M249
2019-04-04 04:54:19+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:54:30+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:54:47+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:55:59+00:00,lythanhphu,shogun,AG36
2019-04-04 04:56:23+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:56:33+00:00,shogun
2019-04-04 04:57:12+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:57:54+00:00,lythanhphu,shogun,VehicleRocket
2019-04-04 04:58:19+00:00,Vasily Zaytsev,shogun,M249
2019-04-04 04:58:26+00:00,lythanhphu,Vasily Zaytsev,AG36Grenade
2019-04-04 04:59:07+00:00,lythanhphu,shogun,AG36Grenade
2019-04-04 04:59:11+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:59:28+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 05:00:06+00:00,shogun,lythanhphu,M4
2019-04-04 05:00:22+00:00,lythanhphu,Vasily Zaytsev,VehicleRocket
2019-04-04 05:01:39+00:00,shogun,lythanhphu,M4
2019-04-04 05:01:48+00:00,shogun,lythanhphu,M4
2019-04-04 05:02:49+00:00,lythanhphu,shogun,SniperRifle
2019-04-04 04:03:41+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:04:07+00:00,shogun,Vasily Zaytsev,AG36
2019-04-04 04:04:18+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:04:44+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:05:02+00:00,shogun,Vasily Zaytsev,AG36
2019-04-04 04:05:11+00:00,shogun,Vasily Zaytsev,AG36
2019-04-04 04:05:58+00:00,lythanhphu,shogun,SniperRifle
2019-04-04 04:06:30+00:00,lythanhphu,shogun,SniperRifle
2019-04-04 04:07:06+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:07:22+00:00,lythanhphu,shogun,SniperRifle
2019-04-04 04:07:44+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:08:11+00:00,lythanhphu,Vasily Zaytsev,SniperRifle
2019-04-04 04:11:20+00:00,shogun,lythanhphu,AG36
2019-04-04 04:12:14+00:00,Vasily Zaytsev,shogun,AG36
2019-04-04 04:12:18+00:00,lythanhphu,Vasily Zaytsev,AG36Grenade
2019-04-04 04:12:30+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:13:10+00:00,lythanhphu,Vasily Zaytsev,AG36Grenade
2019-04-04 04:13:14+00:00,lythanhphu,Vasily Zaytsev,AG36Grenade
2019-04-04 04:13:27+00:00,lythanhphu,shogun,AG36
2019-04-04 04:13:42+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:13:47+00:00,lythanhphu,shogun,AG36Grenade
2019-04-04 04:13:47+00:00,shogun,lythanhphu,Rocket
2019-04-04 04:14:00+00:00,lythanhphu,shogun,M4
2019-04-04 04:14:16+00:00,shogun,Vasily Zaytsev,OICW
2019-04-04 04:14:38+00:00,lythanhphu,shogun,AG36
2019-04-04 04:15:15+00:00,lythanhphu,Vasily Zaytsev,AG36
2019-04-04 04:15:35+00:00,lythanhphu,Vasily Zaytsev,AG36Grenade
2019-04-04 04:15:51+00:00,lythanhphu,shogun,AG36Grenade
2019-04-04 04:16:23+00:00,lythanhphu,shogun,AG36
