2019-03-01 16:46:31-05:00,cyap,cynthia,M4
2019-03-01 16:47:21-05:00,cynthia,Refactorer,Falcon
2019-03-01 16:47:34-05:00,Jack The Reaper,cyap,SniperRifle
2019-03-01 16:47:41-05:00,cyap,cynthia,Machete
2019-03-01 16:48:16-05:00,Jack The Reaper,Refactorer,SniperRifle
2019-03-01 16:48:31-05:00,Refactorer,cyap,MP5
2019-03-01 16:48:33-05:00,Jack The Reaper,Refactorer,SniperRifle
2019-03-01 16:48:43-05:00,Refactorer,cyap,Falcon
2019-03-01 16:48:43-05:00,cyap,Refactorer,AG36Grenade
2019-03-01 16:49:08-05:00,cyap,cynthia,M249
2019-03-01 16:49:55-05:00,Refactorer,Jack The Reaper,SniperRifle
2019-03-01 16:50:10-05:00,cyap,Refactorer,M249
2019-03-01 16:50:25-05:00,cynthia,Jack The Reaper,M4
2019-03-01 16:50:30-05:00,cyap,Refactorer,M249
2019-03-01 16:50:40-05:00,cyap,Refactorer,M249
2019-03-01 16:50:52-05:00,cyap,cynthia,M249
2019-03-01 16:51:11-05:00,Refactorer,Jack The Reaper,VehicleRocket
2019-03-01 16:51:20-05:00,cyap,Jack The Reaper,M249
2019-03-01 16:51:40-05:00,Refactorer,Jack The Reaper,VehicleRocket
2019-03-01 16:51:45-05:00,Refactorer,cynthia,VehicleRocket
2019-03-01 16:51:55-05:00,cyap,cynthia,OICW
2019-03-01 16:52:18-05:00,Refactorer,cynthia,VehicleRocket
2019-03-01 16:52:23-05:00,Refactorer,Jack The Reaper,VehicleRocket
2019-03-01 16:52:50-05:00,Refactorer,cynthia,VehicleRocket
2019-03-01 16:52:51-05:00,Refactorer,Jack The Reaper,VehicleRocket
2019-03-01 16:53:18-05:00,cyap,Refactorer,OICWGrenade
2019-03-01 16:53:26-05:00,cyap,Refactorer,OICWGrenade
2019-03-01 16:53:35-05:00,Refactorer,cynthia,Falcon
2019-03-01 16:53:50-05:00,Refactorer,cynthia,M4
2019-03-01 16:54:24-05:00,Refactorer,cynthia,AG36
