2019-04-11 06:41:56+00:00,Midpra
2019-04-11 06:42:18+00:00,lythanhphu,Midpra,VehicleRocket
2019-04-11 06:42:49+00:00,lythanhphu,Midpra,OICWGrenade
2019-04-11 06:43:08+00:00,Kadamas,lythanhphu,SniperRifle
2019-04-11 06:43:22+00:00,Sentinel,shogun,OICW
2019-04-11 06:44:11+00:00,lythanhphu,Sentinel,OICWGrenade
2019-04-11 06:44:14+00:00,lythanhphu,Transporter,OICWGrenade
2019-04-11 06:44:24+00:00,Transporter,nthanhvy,Falcon
2019-04-11 06:44:26+00:00,Kadamas,lythanhphu,SniperRifle
2019-04-11 06:44:32+00:00,Transporter,Sentinel,Falcon
2019-04-11 06:44:42+00:00,Transporter,nthanhvy,Falcon
2019-04-11 06:44:44+00:00,lythanhphu,shogun,Falcon
2019-04-11 06:44:46+00:00,Sentinel,Transporter,Falcon
2019-04-11 06:44:50+00:00,lythanhphu,Transporter,M249
2019-04-11 06:45:08+00:00,hello,lythanhphu,AG36
2019-04-11 06:45:18+00:00,shogun,lythanhphu,AG36
2019-04-11 06:45:23+00:00,Kadamas,Sentinel,SniperRifle
2019-04-11 06:45:46+00:00,lythanhphu,shogun,VehicleRocket
2019-04-11 06:45:49+00:00,Midpra,nthanhvy,M4
2019-04-11 06:45:53+00:00,lythanhphu,Kadamas,VehicleRocket
2019-04-11 06:45:56+00:00,hello,lythanhphu,AG36
2019-04-11 06:46:01+00:00,lythanhphu,Sentinel,Falcon
2019-04-11 06:46:30+00:00,shogun,lythanhphu,Machete
2019-04-11 06:46:30+00:00,Midpra,shogun,M4
2019-04-11 06:46:42+00:00,Transporter,Sentinel,AG36
2019-04-11 06:46:48+00:00,shogun,lythanhphu,AG36
2019-04-11 06:46:58+00:00,lythanhphu,Transporter,Falcon
2019-04-11 06:46:59+00:00,hello,lythanhphu,AG36
2019-04-11 06:47:04+00:00,Kadamas,lythanhphu,SniperRifle
2019-04-11 06:47:15+00:00,lythanhphu,Midpra,P90
2019-04-11 06:47:19+00:00,Kadamas,Transporter,SniperRifle
2019-04-11 06:47:26+00:00,lythanhphu,Midpra,P90
2019-04-11 06:47:33+00:00,lythanhphu,Transporter,P90
